WORD,COUNT
dónde,1
economista,1
economía,3
económica,1
económico,5
edilicia,1
educación,31
educativa,1
educativas,1
educativo,1
educativos,1
efectivamente,2
efectuó,1
eje,1
ejecutaron,1
ejecutivo,1
ejemplo,6
ejercicio,2
ejerciendo,1
electrificación,1
elegimos,1
elegir,2
eliminar,1
eléctrica,1
embarazo,1
embarcaron,1
emergencia,4
empezando,1
empezó,2
empleo,3
empobrecido,1
empobrecieron,1
empresarios,2
empresas,5
encadenados,1
encarar,1
encarecido,1
encargamos,1
enchufa,1
encima,1
encolumne,1
encontramos,1
encontrando,1
encontrar,1
encontró,1
endeudado,1
energética,2
energía,2
enfrentar,1
enojar,1
enorme,4
enormes,2
enseñanza,3
enseñaron,1
entendemos,2
entender,1
entendimientos,1
entero,1
entienda,1
entiende,1
entonces,3
entrar,2
entrega,1
envidrio,1
equipo,2
equipos,1
error,1
escapan,1
escapando,1
escape,1
escenario,1
escombros,1
escuela,1
escuelas,5
esencia,1
esencial,1
esencialidad,1
espaciales,1
especialistas,1
especialmente,1
especie,2
esperan,1
esperando,1
espero,1
esperábamos,1
establece,1
estatizado,1
estilo,1
estimulada,1
estrepitoso,1
estudian,1
estudiante,1
estudiantes,1
estudio,1
europa,1
evo,1
evolución,1
excelencia,4
excelentes,1
exclusión,1
excusas,1
exhibió,1
exige,1
exilio,1
exitosas,1
exonerar,1
experiencias,3
exportador,1
expresan,1
expresar,2
extendido,1
extensión,1
exterior,1
extranjerización,1
extremadamente,2
fabulosa,1
fallido,2
falta,6
familia,1
familias,1
farmacéutico,1
favor,1
favorable,1
fenómeno,1
festejar,1
fibra,2
fin,2
final,1
finalizar,1
financieras,1
firmaron,1
firme,2
firmó,1
fiscal,4
fondo,2
forjó,1
forma,7
formando,1
formo,1
fortalecer,1
fortaleza,2
foto,1
fracaso,1
franqueza,1
frases,4
frente,33
frenteamplista,3
friopan,1
frontera,1
frutillita,1
fuerte,8
fuertemente,1
fuerza,2
funciona,2
funcionamiento,1
funcionan,5
función,4
fundamental,4
fundamentales,1
futuras,1
futuro,18
fíjense,2
fíjese,1
gabinete,1
garantiza,1
garantizados,1
garantía,3
gas,1
generaciones,2
generación,3
general,2
generalizarlo,1
generamos,1
generan,1
generar,1
generó,1
genios,1
gente,9
gerentes,1
gestión,1
gobernaban,1
gobernando,1
gobernar,3
gobierno,11
gobiernos,3
google,1
gracias,8
gran,3
grande,4
grandes,4
grave,6
gravísima,1
gravísimos,1
guardia,4
guerra,1
gustaría,1
género,4
haber,6
haberse,1
habiliten,1
habla,1
hablamos,1
hablan,3
hablando,8
hablar,1
hace,8
hacen,1
hacer,16
hacerlo,2
hacia,4
haciendo,1
haga,1
hechas,2
hecho,9
hechos,4
hectáreas,1
herramientas,2
hicieron,2
hicimos,4
hijos,4
hipotecaron,1
historia,1
hizo,3
hogar,1
hogares,3
hombro,1
homicidio,1
honestidad,1
honrada,1
hora,2
horas,2
horno,1
hospital,2
hospitales,4
hoy,21
huelga,1
huida,1
humanismo,1
humano,2
humanos,1
humildes,1
iass,1
iba,2
ibirapitá,1
idea,1
ideas,2
ideologías,1
ideológicamente,1
ideológicas,2
ideológico,1
ideológicos,1
idioma,1
idiotas,1
igual,1
igualando,2
igualdad,4
igualdades,1
igualitario,1
implacables,1
implica,1
impone,2
imponente,2
importante,5
imposible,1
imposibles,2
impuestos,5
impulsar,1
in,1
inaceptable,2
incentivar,1
incerteza,1
incertidumbres,1
inciertas,1
incluido,1
inclusive,1
incluso,3
incluye,1
inconcebible,1
incorporación,1
incorporan,1
incorporar,1
incrementaron,1
increíble,1
increíbles,2
incógnita,1
indiscutible,2
indocumentados,1
industria,2
inefop,1
inequidad,1
infantil,2
inflación,1
informáticos,1
infraestructura,4
ingeniera,5
inglés,1
inicial,2
iniciativa,1
innovación,1
insanía,1
inseguridad,2
inseguro,1
instancia,2
instituciones,1
institutos,1
instrumentar,1
instrumentos,2
integrada,1
integrado,1
integral,1
integridad,1
inteligencia,4
intentado,1
intentamos,1
intentar,1
intercambio,4
interconectados,1
interesa,2
interesaría,1
interior,7
internacional,2
internacionales,2
internet,2
interpretación,1
interrumpieron,1
interrupción,1
interés,1
introdujimos,1
inversiones,1
inversión,9
inversor,1
investigación,2
investigadores,1
investigar,1
invito,1
ir,6
irregularidades,1
izquierda,2
jefatura,1
jubilaciones,2
jubilados,1
juez,1
juntando,1
juntos,2
jurídico,1
justamente,2
justicia,2
justo,1
jóvenes,6
laboral,2
lado,3
lamentable,3
lamentablemente,5
largo,1
latina,2
lectora,3
leer,1
legalidad,1
legalización,1
lejos,4
ley,6
librar,1
libre,1
liceo,2
liceos,1
liderazgo,2
llama,1
llamado,2
llegado,1
llegar,6
llegaron,1
llegó,1
llena,2
llenar,1
lleno,1
lleva,1
llevado,1
llevamos,1
llevar,16
llevarlo,1
llevaron,2
lleven,1
local,1
logra,1
lucha,1
luchado,1
lugar,6
lugares,1
lujo,1
línea,1
machucar,1
maciel,1
made,1
madera,1
madres,2
magnitud,1
mal,1
maldonado,1
malos,1
manda,2
mandato,1
manera,5
mano,3
manos,1
mantener,1
mantenerla,1
mantenido,1
maravillosas,2
marca,1
marco,3
marihuana,1
mariscala,1
masificar,1
matando,1
matemática,1
materia,6
maternas,1
matrimonio,1
matriz,4
matrícula,1
mayor,2
mayorías,1
mañana,1
mea,1
media,2
mediante,1
medicamentos,2
medida,1
medidas,1
medio,4
medioambiente,1
mejor,8
mejoran,1
mejorar,1
mejoren,1
menos,4
mentiras,1
mercados,2
merecemos,1
meses,2
miedo,4
mientras,2
migrantes,1
mil,2
miles,4
militar,1
militares,6
militarización,1
millones,7
minas,1
ministerio,1
ministro,1
minutos,3
miopes,1
mirada,1
miren,1
mismo,2
mitad,3
modelo,4
modelos,4
momento,2
montevideo,6
montón,1
morales,1
mortalidad,2
movimientos,3
muchas,11
muere,1
mueren,2
muertes,1
mujeres,4
multiplicado,1
multiplicar,2
multiplicó,1
multitudinarias,1
mundial,2
mundo,19
máxima,1
nacer,1
nacional,20
nacionalista,1
nacionalistas,1
nación,1
nadie,8
narco,2
narcotráfico,1
necesario,5
necesita,5
necesitamos,2
negamos,1
negociación,2
negocios,1
neoliberal,1
neoliberales,1
ningún,1
nivel,1
niñas,2
niños,5
nocturnos,2
nueva,3
nuevas,2
nuevo,4
nuevos,1
nunca,8
nylon,1
objetivos,1
obligaciones,1
obligatoriamente,1
obra,1
obreros,1
ocasiones,1
ocho,1
ocupación,1
ocuparnos,1
olimpíadas,1
ollas,1
olvidó,1
omitido,1
operativos,2
oportunidad,1
oportunidades,7
oposición,2
orden,2
organismos,1
organizado,1
orgullo,1
orgullosa,1
orgullosamente,1
pacto,1
pado,1
padres,1
pagos,3
palabra,2
palabras,1
papeles,1
par,1
parado,1
paradoja,3
parapetado,1
parece,10
parecían,1
pared,1
parlamentarias,1
paro,2
parte,4
participación,1
partido,13
partidos,4
partir,1
pasa,1
pasado,3
pasan,1
pasando,2
pasar,2
pase,1
pasta,4
pasó,3
pato,1
patria,1
patrullaje,1
paysandú,1
paz,1
país,56
pbi,5
pedirles,1
película,3
pena,1
penas,1
pensamiento,1
pensamos,1
pensando,1
pensar,2
pensé,1
peor,7
perforando,1
perimidas,1
perimidos,1
periodista,1
perlas,1
permanente,2
permanentemente,1
permite,1
permitido,1
personas,4
pertenecido,1
período,3
pesar,1
peso,1
pesos,1
piensa,1
piensan,1
pitcnt,2
plan,8
planear,1
planes,2
plantar,1
plata,2
plataformas,1
plebiscitos,1
plenamente,1
pleno,2
pluna,1
población,3
pobre,2
pobreza,3
pocitos,1
pocos,1
podemos,13
poder,5
poderes,1
podríamos,3
podía,1
podían,1
policiales,1
policía,4
policías,1
política,2
políticas,4
político,3
políticos,2
pone,3
ponen,1
poner,1
ponernos,1
ponerse,1
pongo,1
poniendo,1
populares,1
populista,1
populistas,2
porvenir,1
posibilidades,1
posible,5
practicar,1
precandidato,1
precandidatos,1
precisa,5
precisaba,1
predecir,1
pregunto,1
prejuicio,2
prejuicios,1
preocupa,1
preocupación,2
preocupante,1
preparada,1
preparar,1
prepararla,1
prepararnos,1
preparó,1
presenta,1
presente,4
presidencia,2
presidente,1
presionado,1
preso,1
pretendido,1
pretensión,2
prevemos,1
previsión,1
prevista,1
primera,1
primero,2
primeros,2
principal,3
principio,2
prioritario,2
privada,4
privatizado,1
privilegiados,1
problema,3
problemas,6
procesado,1
proceso,1
procesos,1
proclamado,1
procurado,1
procurar,1
producir,1
productiva,2
productivas,1
productividad,2
producto,2
profundamente,1
profundidad,1
profundo,2
programa,6
programas,1
programáticas,1
promedio,1
promesas,1
prometen,1
prometer,2
promoción,1
promoviendo,1
pronto,1
propalar,1
propiedad,2
propio,1
propone,1
proponemos,2
proponiendo,1
propuesta,6
propuestas,6
protagonistas,1
proteger,1
proyectado,2
proyectando,1
proyecto,9
proyectos,1
prácticamente,1
prédica,1
próximo,2
próximos,2
pudiera,1
pudieron,1
pueblo,2
pueda,4
puedan,2
puede,10
pueden,5
puertas,1
punitiva,1
punta,4
puntos,1
puro,1
puso,1
pymes,2
página,1
pésimos,1
pública,11
públicas,3
público,2
públicos,2
queda,3
quedan,2
quedar,2
quede,4
quedó,1
queremos,11
querido,1
quiere,1
quieren,7
quiero,4
quintil,1
quisiera,1
quitarle,1
radical,1
radicaliza,1
radicalmente,1
rango,1
rapiña,1
ratito,1
real,3
reales,1
realidad,6
realizando,1
realizar,2
realizarse,1
realmente,18
recauda,1
recaudación,1
recaudar,1
recetas,1
recibieron,1
recibimos,1
reclusión,1
reclusos,1
reconocer,1
reconocimiento,1
reconversión,2
recordar,3
recortar,1
recortarlos,1
recuperamos,1
recuperaron,1
recurrir,2
referencia,1
reforma,8
reformar,1
regasificadoras,1
registrado,1
región,2
regla,2
reglamentó,1
reglas,1
regulación,1
regulatorio,1
rehabilitación,1
relatar,1
relato,4
renueva,1
renuncia,1
renunciar,1
repetir,1
reproduce,1
reproducir,1
república,3
requería,1
requieren,1
resolvamos,1
resolver,4
resolvió,1
respaldar,1
respaldo,1
respecto,1
respetar,1
respetarla,1
respetaré,2
respeto,1
responsabilidad,2
responsable,1
responsables,1
respuesta,2
respuestas,1
resuelto,1
resulta,4
resultados,3
revela,1
revisable,1
revisar,1
revisión,2
revitaliza,1
revolución,1
rieles,3
riesgo,1
riqueza,1
robótica,2
rodeado,1
rubros,1
ruina,1
ruinosos,1
rumbo,5
rural,1
ruta,2
rutas,1
sabe,2
saben,1
saber,2
sabido,2
sacar,1
sacrificarlo,1
salario,2
salarios,9
sale,1
salida,2
salir,2
salió,1
salud,8
sayago,1
sector,3
sectores,2
secuestrada,1
seguir,13
seguirá,1
segunda,6
segundo,2
segura,1
seguridad,12
seguro,1
según,1
seis,1
senador,2
sentimos,1
sentir,1
sepa,1
separado,1
separar,3
ser,19
seriamente,1
serie,2
seriedad,2
serio,2
servicio,2
señora,2
señores,1
shock,2
si,16
sido,4
siempre,6
siendo,2
siento,2
siete,1
siglo,2
significa,12
significar,1
siguen,1
similares,1
sindical,1
sino,1
siquiera,1
sirve,2
sirven,2
sistema,4
situaciones,2
situación,6
social,6
sociales,4
sociedad,7
socio,1
socios,1
software,1
solo,1
solos,1
soluciones,1
sostenemos,2
sube,2
subestiman,1
subiendo,1
subir,4
subió,1
subsidiamos,1
subsidiando,1
subsidiar,1
suceden,1
suceder,1
sucursal,1
sueldo,1
sueltas,1
suerte,6
sueño,1
sufragio,1
sumadas,1
sumergido,4
superior,1
supimos,1
sustentable,1
sé,1
sólida,1
sólo,3
tacuarembó,1
tambo,1
tampoco,4
tan,2
tanta,2
tarea,2
tarifas,1
tasa,1
tecnología,2
tecnologías,1
tecnológicas,1
tejido,1
telecomunicaciones,1
telemedicina,1
tema,10
temas,1
temo,1
tener,10
tenés,1
tercer,4
terciarios,1
termina,2
terminamos,1
terminan,1
terminará,1
terminó,1
territorial,1
territorio,1
tiempo,4
tiempos,2
tierra,1
tirada,1
tirado,1
tirarlo,1
tocó,3
toda,5
todas,2
todavía,2
tomado,1
tomando,1
tomar,3
tome,1
torna,1
totalmente,4
trabajadores,6
trabajan,1
trabajo,20
trabajos,2
tradicional,1
tradicionales,1
trans,1
transformación,2
transformando,5
transformarnos,1
transparencia,1
tratamiento,3
tratar,1
tremendamente,1
tremendas,1
tres,4
tributos,1
triplicar,1
términos,1
títulos,1
unidad,1
universalización,1
universidad,3
universidades,1
universitarios,3
upm,1
uruguay,26
uruguaya,2
uruguayas,2
uruguayos,11
utec,1
utilizando,2
utilizar,1
utu,5
va,13
vacilar,1
vacía,4
valorar,1
valores,3
vamos,7
van,8
vanguardia,1
vas,1
vaya,2
ve,3
veces,4
vecinos,2
ven,3
venezuela,1
venimos,1
veo,1
ver,10
vera,2
verdad,3
verdadera,1
verdaderamente,2
verdaderos,3
vergüenza,1
vertiginosamente,1
vez,1
viable,1
vicepresidente,1
vida,1
vieja,1
viene,3
viento,2
vinculados,1
violados,1
violencia,4
visiones,1
vista,1
vivienda,3
viviendo,1
vivimos,1
vivir,4
vivías,1
voluntaria,1
volver,3
volverían,1
voten,1
votó,1
voy,2
vuelta,1
vueltas,1
vuelva,1
vuelvo,1
vulnerable,1
wilsonista,2
xxi,2
zona,1
zonas,2
ámbitos,1
área,2
énfasis,3
época,1
índice,2
índices,1
íntimamente,1
óptica,1
últimos,2
única,1
único,8
únicos,1
